Serial No,movie_id,movie_name,year,genre,overview,director,cast,poster_url,rating,votes
2555,tt0139398,Kaajal,1965,"Drama, Musical, Romance","The Munim (Clerk) in Ranimaa's family lives with his son, Kaushal and daughter, Madhavi. After he passes away, Ranimaa brings up both children as her own, along with her only son, Rajesh. Years later, Rajesh has grown up and is of...",Ram Maheshwari,"Meena Kumari, Dharmendra, Padmini",https://m.media-amazon.com/images/M/MV5BNzkwYmI5ZGUtNTYzNC00MDRmLWE3OTQtNzdiZDI0ODcwN2ZiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.6,142
2556,tt2675978,Dedh Ishqiya,2014,"Comedy, Drama, Romance",Two lousy crooks find paradise in the seven stages of love.,Abhishek Chaubey,"Madhuri Dixit, Huma Qureshi, Naseeruddin Shah",https://m.media-amazon.com/images/M/MV5BMTkxMzU3MDMxMV5BMl5BanBnXkFtZTgwMzM5MDk3MDE@._V1_SX300.jpg,7.0,7561
2557,tt0476762,Big Brother,2007,"Action, Crime, Drama",A docile man gets enraged when a politician's son throws acid on her face and later kills the miscreant. He is then hunted by the police and politicians who wants him dead.,Guddu Dhanoa,"Sunny Deol, Priyanka Chopra Jonas, Vikas Anand",https://m.media-amazon.com/images/M/MV5BOTYyMWI0N2QtOGZjYy00Zjk5LWFlM2ItODQ5MTQ4NDBhNTUyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,4.1,924
2558,tt0101732,Dil Aashna Hai (...The Heart Knows),1992,"Drama, Romance","Laila, brought up in a brothel, is a cabaret dancer in Digvijay Singh's five star hotel. One day, her dying mother informs her that she is adopted. Laila is aided by Karan in her search for the mother.",Hema Malini,"Jeetendra, Mithun Chakraborty, Dimple Kapadia",https://m.media-amazon.com/images/M/MV5BMjhlYjI3MjMtNDhkMC00ODBhLWE5ODQtNDUwYzRmZGM1MTgzXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_SX300.jpg,4.9,1843
2559,tt2122340,Ferrari Ki Sawaari,2012,"Comedy, Drama, Family",How the pursuit of an Indian cricket legend's Ferrari makes a young boy's dreams of playing cricket at Lords a reality.,Rajesh Mapuskar,"Sharman Joshi, Boman Irani, Ritvik Sahore",https://m.media-amazon.com/images/M/MV5BMTQ2NTAxNzMxMl5BMl5BanBnXkFtZTcwNjczNzc3Nw@@._V1_SX300.jpg,6.4,6011
2560,tt2309987,Hate Story,2012,"Drama, Thriller","After a powerful businessman has her baby forcefully aborted, Kaavya Krishna uses her body as a sexual weapon to destroy his empire, brick by brick.",Vivek Agnihotri,"Nikhil Dwivedi, Gulshan Devaiah, Paoli Dam",https://m.media-amazon.com/images/M/MV5BOTY1ZWRkZjItZDk4Yy00NjUzLWE2ZjQtNDNlY2E0Yzk1NjJlXkEyXkFqcGc@._V1_SX300.jpg,5.3,4067
2561,tt0095198,Gangaa Jamunaa Saraswathi,1988,"Action, Drama, Romance","Gangaa Jamunaa and Saraswathi the most pious rivers, create a unique holy merger, popularly known as ""Sangam"". Likewise the characters of our story Gangaa Jamunaa and Saraswathi desire to meet and merge in love of each other. Gang...",Manmohan Desai,"Amitabh Bachchan, Mithun Chakraborty, Jaya Prada",https://m.media-amazon.com/images/M/MV5BNGY5MTFkNzYtODczOS00NWRmLTg2YTEtYTU0YTY5ZTI4Mjk1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,4.7,731
2562,tt0953306,Anwar,2007,"Drama, Romance, Thriller","Anwar, a middle-class Muslim, falls in love with Mehru, a Hindu girl. Post her death, he is caught by the police and a misunderstanding leads them to believe that he is a terrorist.",Manish Jha,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala",https://m.media-amazon.com/images/M/MV5BNTNhN2RiNjgtNzAzOS00YTY5LWE3NWEtMTdhNWZkZWY1YWFkXkEyXkFqcGc@._V1_SX300.jpg,6.5,1124
2563,tt2241224,Cheenti Cheenti Bang Bang,2008,"Animation, Family",Not Available,R.D. Mallik,"Govardhan Asrani, Sabyasachi Chakrabarty, Mahesh Manjrekar",https://m.media-amazon.com/images/M/MV5BNDQ4YTViZTctZGE5NS00YjNjLWFlM2EtNjBmMzUzZTgzY2VmXkEyXkFqcGc@._V1_SX300.jpg,4.8,26
2564,tt0243323,Humse Na Jeeta Koi,1983,Comedy,"Sunder Singh lives with his wife, Lajwanti, and three sons, Bheema, Kishan, and Vijay, in a small town in India. His two elder sons are slackers and up to mischief and wrestling. They find they can better their lives if they buy a...",Shibu Mitra,"Amjad Khan, Randhir Kapoor, Raj Kiran",https://m.media-amazon.com/images/M/MV5BNWU2YWVjNjAtY2JjOS00YWZhLWE2YzItNjRmYzUwYTgxY2JkXkEyXkFqcGdeQXVyMTAyNjk5MjYy._V1_SX300.jpg,Not Available,16
2565,tt20807330,Titu Ambani,2023,Drama,"Titu.. His aspirations and dreams are far from his actions, he dreams with open eyes, and finds the shortest way to achieve his dreams. Despite despite his debt-ridden life, if you ask him, he is no less a dreamer than Ambani. Mos...",Rohit Raj Goyal,"Tushar Pandey, Deepika Singh Goyal, Raghubir Yadav",https://m.media-amazon.com/images/M/MV5BMGQwMGM2NDUtYzg1NC00NjhkLTkzNGItOWFhZDBjNWI3ZjdkXkEyXkFqcGc@._V1_SX300.jpg,6.1,308
2566,tt20421014,Ittu Si Baat,2022,Drama,"The film is set in the small town of Chunar, near Varanasi. Ittu Si Baat is a slice-of-life story of an up-and-coming cricketer who falls in love with his childhood friend. ""A modern take on first love, it's a sweet small-town lov...",Adnan Ali,"Aakash Ahuja, Gayatri Bhardwaj, Ravi Chauhan",https://m.media-amazon.com/images/M/MV5BMmVjMTkyYzYtMjJmNy00Zjc2LTgzZmQtOWU1M2FlYjA2YTc2XkEyXkFqcGc@._V1_SX300.jpg,6.7,662
2567,tt0246942,Sookha,1983,Drama,Not Available,M.S. Sathyu,"Pankaj Dheer, Anant Nag",Not Available,6.8,10
2568,tt0377632,Char Paise,1955,"Action, Crime, Drama","Gangsters first try to unknowingly do business with a plain-clothed police officer, and after failing, try to disrupt his personal life.",N.K. Ziree,"Shyama, Kishore Kumar, Agha",https://m.media-amazon.com/images/M/MV5BOWQwOWZhM2ItMzMxNS00MzM2LWI0MGEtNWM5MjU0Y2Y4NmFiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,5.8,21
2569,tt0366593,Hum Farishte Nahin,1988,"Action, Thriller","3 escapees from jail help a simple, desperate and cheated man avenge his perpetrator- a notorious smuggler.",Jatin Kumar,"Raj Babbar, Om Puri, Deepak Seth",https://m.media-amazon.com/images/M/MV5BOTJjNWJkYzQtMWQ4NS00YzY4LTlkNWItNzg4NWFmNTc3N2E0XkEyXkFqcGdeQXVyNDQwOTAzNw@@._V1_SX300.jpg,4.9,23
2570,tt0198364,Chalo America,1999,Comedy,"Three college students, Akshay, Rajat and Sunny, believe India to be a backward country. Attracted by the culture of the West, they decide to leave for America.",Piyush Jha,"Deven Bhojani, Mandar Shinde, Aashish Chaudhary",https://m.media-amazon.com/images/M/MV5BYTRmNTI2ZGEtYzY0Ni00MzEzLWJjMmMtOWQ0YTM0MzcwMzU4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,6.6,46
2571,tt2167753,Ganga Ki Kasam,1998,Drama,Not Available,T.L.V. Prasad,"Mithun Chakraborty, Jackie Shroff, Deepti Bhatnagar",Not Available,4.2,27
2572,tt13885320,India Lockdown,2022,Drama,The Indian government announces a country-wide lockdown for 21 days due to the COVID-19 pandemic. India Lockdown encapsulates the story of four out of thousands of individuals whose lives came to a standstill.,Madhur Bhandarkar,"Prateik Patil Babbar, Sai Tamhankar, Shweta Basu Prasad",https://m.media-amazon.com/images/M/MV5BYmRiMDMyYjYtMWY0Ni00ZmM3LWFjNGEtMjFmMjYwYTJjMjFjXkEyXkFqcGc@._V1_SX300.jpg,7.1,9451
2573,tt13825336,Good Luck Jerry,2022,"Comedy, Crime, Drama","The film is the official remake of Tamil movie Kolamaavu Kokila, which tells the story of an innocent girl who gets pulled into the notorious world of cocaine smuggling.",Siddharth Sen,"Janhvi Kapoor, Jaswant Dalal, Deepak Dobriyal",https://m.media-amazon.com/images/M/MV5BZTcwOGNlYzUtNmRmMi00ZWNkLTgzYjAtMjU3MzEzNTAxYzZjXkEyXkFqcGc@._V1_SX300.jpg,5.5,5908
2574,tt6950476,Tejas,2023,"Action, Drama, Thriller","Revolves around the extraordinary journey of Tejas Gill, an Air Force pilot, and aims to inspire and instill a deep sense of pride in the valiant soldiers who tirelessly defend India, confronting numerous challenges along the way.",Sarvesh Mewara,"Kangana Ranaut, Sanjay Bharadwaj, Anshul Chauhan",https://m.media-amazon.com/images/M/MV5BMzUxZDBkNzctMmY3ZC00ZmZmLWIxYTktZWM5YzFiMmY0NWVmXkEyXkFqcGc@._V1_SX300.jpg,4.3,23285
2575,tt0096748,Aag Se Khelenge,1989,Action,Police Inspector Shekhar Kapoor's only mission in life is to end the atrocities of underworld don Zaka and his son Shaka. In the course of his investigations he bumps into small-time criminal Johnny. But Johnny reveals that he is ...,"Subhash Ghai, Bhaskar Shetty","Jeetendra, Anil Kapoor, Meenakshi Sheshadri",https://m.media-amazon.com/images/M/MV5BMTg0MDM5OTk4MF5BMl5BanBnXkFtZTcwNzMwMDE0MQ@@._V1_SX300.jpg,5.2,65
2576,tt10500478,Aadhaar,2019,Drama,"The story revolves around a villager called Pharsua, who is the first to enrol for Aadhaar card in his village but due to a premonition concerning his wife's health by the village priest sets on an uphill task of getting his numbe...",Suman Ghosh,"Vineet Kumar Singh, Saurabh Shukla, Raghubir Yadav",https://m.media-amazon.com/images/M/MV5BOWVkMGUxNDEtZjA1MS00NjU4LTlmZTMtZTk5NmI0YTgxMGJkXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,6.8,126
2577,tt3855406,Mighty Raju Rio Calling,2014,Animation,"Mighty Raju, the four year old with superpowers, travels to Rio, as his father has been given a special assignment by the Indian government. Raju's mother, Sandhya is very happy to go there, but Raju is sad to leave his friends be...","Rajiv Chilaka, Anirban Majumder",Not Available,https://m.media-amazon.com/images/M/MV5BODAwYjdlOTgtZjVjOS00MjFkLTlhN2UtMDUyM2ZlNmEzMTZjXkEyXkFqcGc@._V1_SX300.jpg,4.5,67
2578,tt10318332,Badnaam Gali,2019,Comedy,"It encompasses the journey of a surrogate mother, played by Patralekhaa, and her dynamic relationship with people around her.",Ashwin Shetty,"Patralekhaa Paul, Divyendu Sharma, Dolly Ahluwalia",https://m.media-amazon.com/images/M/MV5BNzY0ZGE1YTItNWE1Mi00MzYxLWI0MzctNmU4Y2E5ZGMwNWQ2XkEyXkFqcGc@._V1_SX300.jpg,7.0,1381
2579,tt0298492,Paap Aur Punya,1974,"Musical, Romance","Fair-minded Raja Gajraj Singh is overthrown in a coup by his brother, Balbir Singh. Both Gajraj's and Balbir's wives are pregnant, and give birth to twin sons, and a son respectively. Balbir orders that Gajraj's son be killed. The...",Prayag Raj,"Shashi Kapoor, Sharmila Tagore, Ajit Khan",https://m.media-amazon.com/images/M/MV5BNzhlNjU0OGQtNzUyMC00NjAzLTljZWItZmZmMDQ4M2M2M2ExXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.9,36
2580,tt1221142,Mumbai Cutting,2008,Drama,Eleven directors tell eleven different stories about Mumbai.,"Jahnu Barua, Rahul Dholakia, Rituparno Ghosh","Meer Asad Ali, Raj Singh Arora, Ram Gopal Bajaj",https://m.media-amazon.com/images/M/MV5BMGVjY2RhNDUtZDA1Yy00MmM4LTljNDgtYzdlYmNjNjA0ZmVkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.1,157
2581,tt0255050,Chhoti Bahen,1959,Drama,"Chhoti Bahen is the story about the delicate but powerful bond of love. Rajendra and Shekhar lose their parents, and the all they have is each other, and their younger sister Meena. Though in love, Rajendra swears that he will not...",L.V. Prasad,"Balraj Sahni, Shyama, Rehman Khan",https://m.media-amazon.com/images/M/MV5BZTc1OGFkYjEtYTA3MC00NDc5LTg5MWItZTUzYmE2MjdmN2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,6.5,44
2582,tt0061046,Suraj,1966,"Romance, Musical, Action","Maharaja Vikram decides to marry his daughter Anuradha to his commander's son, Pratap. However, years later, Anuradha is abducted by bandit Suraj while on her way to Pratap's coronation.",T. Prakash Rao,"Vyjayanthimala, Rajendra Kumar Tuli, Ajit Khan",https://m.media-amazon.com/images/M/MV5BMzJjOTdkN2QtODk2My00ZjRlLWE5OTItMTdjZWY0ZDBjZmUyXkEyXkFqcGdeQXVyNDQwOTAzNw@@._V1_SX300.jpg,6.7,157
2583,tt0156608,Hira Aur Patthar,1977,Family,A young crusader struggles to free the poor peasants from the clutches of corrupt trustees of the town. He decides to take any measures to get justice.,Vijay Bhatt,"Ashok Kumar, Shashi Kapoor, Shabana Azmi",https://m.media-amazon.com/images/M/MV5BYzFhZTYzMDUtNGFhNC00NTJkLWI4Y2EtYzEzNDg0ZDdmZTgzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,5.8,20
2584,tt0358992,Bedardi,1993,"Action, Crime","Mumbai-based Saxena family consists of Professor Nirbhay, his wife, Preeti, their school-going daughter, Ritu; Nirbhay's college-going brother and sister, Vijay and Suman respectively. Vijay meets with fellow collegian, Honey, and...",Krishnakant Pandya,"Ajay Devgn, Urmila Matondkar, Reena Roy",https://m.media-amazon.com/images/M/MV5BYWVhYzRhMTQtZWQ2Ni00MWQ3LWFhMGEtMjJhYTg5YjQxMGIyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,4.3,189
2585,tt0234309,Nafrat Ki Aandhi,1989,"Action, Adventure, Drama",In his attempt to curb criminal activities in his area; an honest police inspector Ravi Kapoor gets into the bad books of two wrong-doers: one is an alcoholic named Sonu who run a seedy joint and the other is a hardcore criminal b...,Mehul Kumar,"Dharmendra, Jeetendra, Anita Raj",https://m.media-amazon.com/images/M/MV5BMzNkMDQ5YTUtMDhlMi00Y2NmLWIwNDktNWUxOWUwODFiMmQ0XkEyXkFqcGc@._V1_SX300.jpg,4.9,38
2586,tt6923462,Manto,2018,"Biography, Drama",The film is a biographical account of writer Saadat Hasan Manto's life and is set in 1940s India.,Nandita Das,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin",https://m.media-amazon.com/images/M/MV5BZjIxZTllYjUtNzJjNy00YWNlLWE3NmItMTk0ZDMxOGVlMDhjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,7.3,4730
2587,tt0359440,Hukumat,1987,"Action, Drama","A tough cop is posted to a small town where an evil businessman reigns like a tyrant. When the cop recognizes the businessman as his father's murderer, it becomes personal.",Anil Sharma,"Dharmendra, Rati Agnihotri, Shammi Kapoor",https://m.media-amazon.com/images/M/MV5BYzE2NTQzYWQtZmJiYS00NDUxLTk0NmMtY2JjOWQxMDEwYjA3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.2,173
2588,tt1219317,Be-Shaque,1981,"Adventure, Crime, Drama","Shyam Sunder lives a wealthy lifestyle in a small village in India along with his widowed step-mother, Nirmala. He has taken to alcohol, and womanizing, goes away very often without informing anyone, and frequently asks Nirmala fo...",Kashinath,"Mithun Chakraborty, Amrish Puri, Sonia Sahni",https://m.media-amazon.com/images/M/MV5BNmFhOWMwMTQtOGZmNi00MjdkLThiMmUtNDFlMDcxMmNlZWMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTEwOTgzNzI@._V1_SX300.jpg,6.7,45
2589,tt6711660,Babumoshai Bandookbaaz,2017,"Action, Comedy, Crime","The movie, filled with humor and romance, is a quirky ride into the life and times of a small time contract killer, Babu, played by Nawazuddin Siddiqui. The film spins around his love, his friends, his rivalries and his revenge.",Kushan Nandy,"Nawazuddin Siddiqui, Bidita Bag, Jatin Goswami",https://m.media-amazon.com/images/M/MV5BMjk1NjczZGEtMzkyOS00YzNlLTg0N2MtOTA0OGUwOTRjYWM5XkEyXkFqcGc@._V1_SX300.jpg,6.9,2564
2590,tt6334874,Coffee with D,2017,Comedy,"A celebrated journalist interviews one of the world's most dreaded terrorists, ""D"".",Vishal Mishra,"Sunil Grover, Zakir Hussain, Yugant Badri Pandey",https://m.media-amazon.com/images/M/MV5BNTVkOGExNGEtY2Q4Ny00YjdmLThkMGEtZjJhM2RlZGRiNGU1XkEyXkFqcGc@._V1_SX300.jpg,4.4,2569
2591,tt2137241,Rock on 2,2016,"Drama, Music","The band, Magik reunites with some new members.",Shujaat Saudagar,"Farhan Akhtar, Shraddha Kapoor, Arjun Rampal",https://m.media-amazon.com/images/M/MV5BMmMxNTYxM2QtMjhiYy00NDU1LWIyMWMtMTI1YWI3ZmI5NTA2XkEyXkFqcGc@._V1_SX300.jpg,4.9,2314
2592,tt0257662,Farz Aur Kanoon,1982,"Action, Drama",Fulfilling his duty and protecting law is the life of Inspector Ranjit Kumar and this is his only religion in life. The couple Ranjit Kumar and Bharti paired as that of Ram and Sita of the present age. Their happiness had no bound...,K. Raghavendra Rao,"Jeetendra, Hema Malini, Rati Agnihotri",https://m.media-amazon.com/images/M/MV5BYzUxYzk5MTgtNTQ3Ni00M2VjLTk2Y2MtNTY1MTI0Mjc0MzE2XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,5.1,31
2593,tt5050788,Loev,2015,"Crime, Drama","A weekend trip between friends takes a sudden turn, making them each question what love is and what it means to them.",Sudhanshu Saria,"Dhruv Ganesh, Siddharth Menon, Shiv Panditt",https://m.media-amazon.com/images/M/MV5BNjc2NzY0MDk1NF5BMl5BanBnXkFtZTgwNzY0NDAzMjI@._V1_SX300.jpg,5.9,2868
2594,tt4949324,Mohalla Assi,2015,"Comedy, Drama",A Sanskrit priest decides to take matters in n his hand when the locals of holy town Banaras stars to lure foreign tourists with fake spiritual gurus.,Chandra Prakash Dwivedi,"Sunny Deol, Sakshi Tanwar, Ravi Kishan",https://m.media-amazon.com/images/M/MV5BNTY5M2NkM2MtMjBmMi00NTY1LTg4YWItMDBmMzgzMThkOGNiXkEyXkFqcGc@._V1_SX300.jpg,6.6,1968
2595,tt0286640,Gair,1999,"Action, Drama",A child left on the steps of a temple is adopted by a rich man. The child grows up to be rich and successful and generates hatred and envy by others.,Ashok Gaekwad,"Ajay Devgn, Raveena Tandon, Reena Roy",https://m.media-amazon.com/images/M/MV5BYjQyZDZmYjMtODNiMC00YmNmLWJkMzgtMTZlYWJlYTE0MzlhXkEyXkFqcGc@._V1_SX300.jpg,4.4,259
2596,tt3742284,NH 10,2015,"Action, Crime, Drama","On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang.",Navdeep Singh,"Anushka Sharma, Neil Bhoopalam, Darshan Kumaar",https://m.media-amazon.com/images/M/MV5BOTUyMzk3MzQ5OV5BMl5BanBnXkFtZTgwNDM3MjM5NDE@._V1_SX300.jpg,7.2,14293
2597,tt2979920,Bombay Velvet,2015,"Action, Crime, Drama",An ordinary man goes against all odds and forges his destiny to become a 'Big Shot'.,Anurag Kashyap,"Ranbir Kapoor, Anushka Sharma, Karan Johar",https://m.media-amazon.com/images/M/MV5BMTg5OTA2NDk4OF5BMl5BanBnXkFtZTgwNjExMzQ5NDE@._V1_SX300.jpg,5.5,6527
2598,tt0102160,Jigarwala,1991,"Action, Drama","Ranjeet Singh lives in a small village with his wife, Laxmi, and younger brother, Amar. The village Zamindar, Dhurjan Singh, is angered at Ranjeet for speaking out against him and his policies, and threatens him. When Ranjeet goes...",Swaroop Kumar,"Anil Kapoor, Tina Ambani, Urmila Bhatt",https://m.media-amazon.com/images/M/MV5BY2MxYWUwNWItMGY0ZS00YzEzLTliZTctNmNiYzRkZjhhODI0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,3.1,42
2599,tt0091512,Mera Dharam,1986,"Action, Thriller","While on a tiger-hunt, aristocrats Thakur and Sehgal got into a dispute about which of them shot the tiger. The dispute escalated into fisticuffs and a gunfight; Sehgal got killed, and Thakur got seriously wounded. Sehgal's son sw...",Bapu,"Jackie Shroff, Amrita Singh, Shakti Kapoor",https://m.media-amazon.com/images/M/MV5BNDY4ZTVhNDktNTAyYS00OWJmLWIwZTMtZTQ3ZGUwNTc3Mjg3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,3.9,19
2600,tt0846704,Kachchi Sadak,2006,"Action, Drama","When Randhir's widow mother's remarriage belies the reform it stands for, he takes to the streets, getting involved in the liquor trade as a strong arm, making money and enemies with equal rapidity, yet hoping to give his mother a...",Sanjay D. Singh,"Rahul Singh, Parmita Katkar, Tinnu Anand",https://m.media-amazon.com/images/M/MV5BYTY0ZjE2MzYtZDk1Yi00YmY3LWIzYTAtZGZmNzZiYzU2OGJlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.1,45
2601,tt0173301,Taaqat,1995,"Crime, Romance","Two powerful and strong-armed gangsters work for opposite political parties. Bhau works for Anil Rege, while Shakti works for Babbanrao. Both believe that that these two political leaders will provide a better life for the poor an...",Talat Jani,"Dharmendra, Shatrughan Sinha, Kajol",https://m.media-amazon.com/images/M/MV5BMjdmMTY0MzUtZmYxNS00OTM0LTkxZGQtYjFmYzM2ZDFiNjA3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,4.9,110
2602,tt3877652,Desi Kattey,2014,Action,A sharpshooting thug becomes a competitive shooter while his childhood friend remains in the life of crime.,Anand Kumar,"Akhil Kapur, Tia Bajpai, Jay Bhanushali",https://m.media-amazon.com/images/M/MV5BOWNlMTZjMDgtNzNmNS00NDQxLWEzZmYtNDZlMTc4YmYyMjZlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,4.2,154
2603,tt3483596,O Teri,2014,"Comedy, Drama","Prantabh and Anand, associated with a news channel in Delhi, are in search of a big scam to prove a point to their senior. A dead body accidentally lands up in their car.",Umesh Bist,"Pulkit Samrat, Bilal Amrohi, Sarah Jane Dias",https://m.media-amazon.com/images/M/MV5BNDIwNGMxNjktOTA1OC00MjRhLWJjMDktMGQ5MWQ2ZDlmY2Q4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,3.3,655
2604,tt3501994,Hawaa Hawaai,2014,"Drama, Family, Sport",Arjun dreams of skating. Can Arjun follow his dream and be a champion?,Amole Gupte,"Makrand Deshpande, Partho A. Gupte, Devraya Gole",https://m.media-amazon.com/images/M/MV5BODM4MTE0ODIwNF5BMl5BanBnXkFtZTgwODQxMTI1MTE@._V1_SX300.jpg,7.3,1847
2605,tt2063745,Kya Dilli Kya Lahore,2014,"Drama, History, War","In 1948, a cross-fire erupts at an isolated stretch of Indo-Pak border, leaving only two soldiers alive. One is an Indian soldier of Pakistani origin while the other happens to be a Pakistani soldier of Indian origin. An ironic st...","Vijay Raaz, Karan Arora","Vijay Raaz, Manu Rishi Chadha, Raj Zutshi",https://m.media-amazon.com/images/M/MV5BMjIwMTU2ODY5MF5BMl5BanBnXkFtZTgwOTIzOTQ2MTE@._V1_SX300.jpg,7.3,1919
